Make,Year,Fuel ,HP,Cylinders,Transmission Type,Driven_Wheels,Doors,Size,highway MPG,city mpg,Price
HUMMER,2008,regular unleaded,242,5,MANUAL,four wheel drive,4,Midsize,18,13,39290
HUMMER,2008,regular unleaded,242,5,MANUAL,four wheel drive,4,Midsize,18,13,30995
HUMMER,2008,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Midsize,16,13,39560
HUMMER,2009,regular unleaded,242,5,MANUAL,four wheel drive,4,Midsize,18,14,33390
HUMMER,2009,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,Midsize,18,14,43130
HUMMER,2009,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Midsize,16,13,41705
HUMMER,2010,flex-fuel (unleaded/E85),300,8,AUTOMATIC,four wheel drive,4,Midsize,16,13,41705
HUMMER,2010,regular unleaded,239,5,MANUAL,four wheel drive,4,Midsize,18,14,33390
HUMMER,2010,regular unleaded,239,5,AUTOMATIC,four wheel drive,4,Midsize,18,14,38365
HUMMER,2010,regular unleaded,239,5,MANUAL,four wheel drive,4,Midsize,18,14,35960
HUMMER,2009,regular unleaded,239,5,MANUAL,four wheel drive,4,Compact,18,14,30750
HUMMER,2009,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Compact,16,13,36015
HUMMER,2010,flex-fuel (unleaded/E85),300,8,AUTOMATIC,four wheel drive,4,Compact,16,13,39205
HUMMER,2010,regular unleaded,239,5,MANUAL,four wheel drive,4,Compact,18,14,30915
HUMMER,2010,regular unleaded,239,5,AUTOMATIC,four wheel drive,4,Compact,18,14,36355
HUMMER,2010,flex-fuel (unleaded/E85),300,8,AUTOMATIC,four wheel drive,4,Compact,16,13,35680
HUMMER,2010,regular unleaded,239,5,MANUAL,four wheel drive,4,Compact,18,14,33485
Chevrolet,2009,flex-fuel (unleaded/E85),155,4,AUTOMATIC,front wheel drive,4,Compact,30,22,20720
Chevrolet,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,4,Compact,29,21,25135
Chevrolet,2009,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,32,22,18720
Chevrolet,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,4,Compact,29,21,24815
Chevrolet,2009,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,32,22,19030
Chevrolet,2009,flex-fuel (unleaded/E85),155,4,AUTOMATIC,front wheel drive,4,Compact,30,22,21030
Chevrolet,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,32,22,20030
Chevrolet,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,32,22,18720
Chevrolet,2010,premium unleaded (recommended),260,4,MANUAL,front wheel drive,4,Compact,29,21,26255
Chevrolet,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,32,22,19720
Chevrolet,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,32,22,19030
Chevrolet,2011,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,32,22,18720
Chevrolet,2011,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,32,22,19030
Chevrolet,2011,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,32,22,19720
Toyota,2014,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Midsize,28,27,47300
Toyota,2014,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Midsize,28,27,49790
Toyota,2015,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Midsize,28,27,47850
Toyota,2015,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Midsize,28,27,50340
Toyota,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Midsize,28,27,50485
Toyota,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Midsize,28,27,47870
Toyota,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,34750
Toyota,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,31070
Toyota,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,44140
Toyota,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,38050
Toyota,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,41650
Toyota,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,42680
Toyota,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,32530
Toyota,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,25,20,29765
Toyota,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,33290
Toyota,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,36590
Toyota,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,40190
Toyota,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,34395
Toyota,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,38775
Toyota,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,25,20,30490
Toyota,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,42375
Toyota,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,44990
Toyota,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,33475
Toyota,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,43530
Toyota,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,32015
Toyota,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,40915
Toyota,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,35855
Toyota,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,37315
Plymouth,1990,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,31,22,2000
Honda,2016,regular unleaded,141,4,AUTOMATIC,front wheel drive,4,Compact,35,28,22065
Honda,2016,regular unleaded,141,4,AUTOMATIC,all wheel drive,4,Compact,32,27,23365
Honda,2016,regular unleaded,141,4,AUTOMATIC,front wheel drive,4,Compact,35,28,20015
Honda,2016,regular unleaded,141,4,AUTOMATIC,all wheel drive,4,Compact,32,27,25990
Honda,2016,regular unleaded,141,4,AUTOMATIC,all wheel drive,4,Compact,32,27,21315
Honda,2016,regular unleaded,141,4,AUTOMATIC,front wheel drive,4,Compact,35,28,24690
Honda,2016,regular unleaded,141,4,MANUAL,front wheel drive,4,Compact,34,25,19215
Honda,2016,regular unleaded,141,4,MANUAL,front wheel drive,4,Compact,34,25,21265
Honda,2017,regular unleaded,141,4,AUTOMATIC,front wheel drive,4,Compact,34,28,22215
Honda,2017,regular unleaded,141,4,AUTOMATIC,all wheel drive,4,Compact,31,27,23515
Honda,2017,regular unleaded,141,4,AUTOMATIC,front wheel drive,4,Compact,34,28,20165
Honda,2017,regular unleaded,141,4,AUTOMATIC,all wheel drive,4,Compact,31,27,26140
Honda,2017,regular unleaded,141,4,AUTOMATIC,front wheel drive,4,Compact,34,28,24840
Honda,2017,regular unleaded,141,4,MANUAL,front wheel drive,4,Compact,33,25,19365
Honda,2017,regular unleaded,141,4,AUTOMATIC,all wheel drive,4,Compact,31,27,21465
Honda,2017,regular unleaded,141,4,MANUAL,front wheel drive,4,Compact,33,25,21415
Lexus,2010,regular unleaded,187,4,AUTOMATIC,front wheel drive,4,Midsize,34,35,34650
Lexus,2010,regular unleaded,187,4,AUTOMATIC,front wheel drive,4,Midsize,34,35,37420
Lexus,2011,regular unleaded,187,4,AUTOMATIC,front wheel drive,4,Midsize,34,35,39100
Lexus,2011,regular unleaded,187,4,AUTOMATIC,front wheel drive,4,Midsize,34,35,36330
Lexus,2012,regular unleaded,187,4,AUTOMATIC,front wheel drive,4,Midsize,34,35,39800
Lexus,2012,regular unleaded,187,4,AUTOMATIC,front wheel drive,4,Midsize,34,35,37030
Lamborghini,2015,premium unleaded (required),610,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,20,14,237250
Lamborghini,2016,premium unleaded (required),610,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,21,14,238500
Lamborghini,2016,premium unleaded (required),610,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,20,14,262350
Lamborghini,2016,premium unleaded (required),580,10,AUTOMATED_MANUAL,rear wheel drive,2,Compact,21,14,199800
Mitsubishi,2014,electric,,,DIRECT_DRIVE,rear wheel drive,4,Compact,99,126,22995
Mitsubishi,2016,electric,66,,DIRECT_DRIVE,rear wheel drive,4,Compact,99,126,22995
Mitsubishi,2017,electric,66,,DIRECT_DRIVE,rear wheel drive,4,Compact,102,121,22995
Infiniti,1999,regular unleaded,190,6,AUTOMATIC,front wheel drive,4,Midsize,25,18,2288
Infiniti,1999,regular unleaded,190,6,MANUAL,front wheel drive,4,Midsize,24,19,2433
Infiniti,2000,regular unleaded,227,6,AUTOMATIC,front wheel drive,4,Midsize,25,17,2648
Infiniti,2000,regular unleaded,227,6,AUTOMATIC,front wheel drive,4,Midsize,25,17,2552
Infiniti,2001,premium unleaded (required),227,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,31790
Infiniti,2001,premium unleaded (required),227,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,29715
Infiniti,2002,premium unleaded (required),255,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,28750
Infiniti,2003,premium unleaded (required),255,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,29100
Infiniti,2004,regular unleaded,255,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,30600
BMW,2015,electric,170,0,DIRECT_DRIVE,rear wheel drive,4,Compact,111,137,42400
BMW,2016,electric,170,0,DIRECT_DRIVE,rear wheel drive,4,Compact,111,137,42400
BMW,2017,electric,170,0,DIRECT_DRIVE,rear wheel drive,4,Compact,111,137,42400
BMW,2017,electric,170,0,DIRECT_DRIVE,rear wheel drive,4,Compact,106,129,43600
Scion,2016,regular unleaded,106,4,AUTOMATIC,front wheel drive,4,Compact,42,33,16800
Scion,2016,regular unleaded,106,4,MANUAL,front wheel drive,4,Compact,41,31,15700
Acura,2014,premium unleaded (recommended),111,4,AUTOMATIC,front wheel drive,4,Compact,38,39,28900
Acura,2014,premium unleaded (recommended),111,4,AUTOMATIC,front wheel drive,4,Compact,38,39,34600
Acura,2015,premium unleaded (recommended),201,4,MANUAL,front wheel drive,4,Compact,31,22,29350
Acura,2015,premium unleaded (recommended),150,4,AUTOMATIC,front wheel drive,4,Compact,35,24,31750
Acura,2015,premium unleaded (recommended),150,4,AUTOMATIC,front wheel drive,4,Compact,35,24,29350
Acura,2015,premium unleaded (recommended),150,4,AUTOMATIC,front wheel drive,4,Compact,35,24,27050
Acura,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,36,25,34890
Acura,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,36,25,29900
Acura,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,36,25,29200
Acura,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,36,25,31890
Acura,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,36,25,32900
Acura,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,36,25,27900
Acura,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,35,25,32990
Acura,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,35,25,29290
Acura,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,35,25,31980
Acura,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,35,25,34980
Acura,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,35,25,27990
Acura,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,35,25,29990
Chevrolet,2014,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Large,30,18,26840
Chevrolet,2014,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Large,30,18,25830
Chevrolet,2014,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Large,30,18,30535
Chevrolet,2015,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Large,30,18,26840
Chevrolet,2015,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Large,30,18,25830
Chevrolet,2015,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Large,30,18,30535
Chevrolet,2016,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Large,30,18,26840
Chevrolet,2016,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Large,30,18,30535
Chevrolet,2016,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Large,30,18,25830
Chevrolet,2015,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Large,31,21,34465
Chevrolet,2015,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Large,31,21,27060
Chevrolet,2015,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,Large,25,17,40660
Chevrolet,2015,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,Large,29,19,35440
Chevrolet,2015,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,Large,29,19,30285
Chevrolet,2015,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Large,31,21,29310
Chevrolet,2015,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Large,31,21,27060
Chevrolet,2015,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,Large,25,17,37535
Chevrolet,2016,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,Large,25,17,40810
Chevrolet,2016,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,Large,29,19,35540
Chevrolet,2016,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,Large,25,17,37570
Chevrolet,2016,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,Large,29,19,30435
Chevrolet,2016,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Large,31,22,27095
Chevrolet,2016,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Large,31,22,29460
Chevrolet,2016,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Large,31,22,27095
Chevrolet,2017,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,Large,28,19,35645
Chevrolet,2017,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,Large,25,17,37675
Chevrolet,2017,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,Large,25,17,40915
Chrysler,1991,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Large,23,15,2000
Chrysler,1992,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Large,23,16,2000
Chrysler,1993,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Large,24,17,2000
Subaru,2013,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,28295
Subaru,2013,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,29295
Subaru,2013,premium unleaded (required),305,4,MANUAL,all wheel drive,4,Compact,23,17,36295
Subaru,2013,premium unleaded (required),305,4,MANUAL,all wheel drive,4,Compact,23,17,37645
Subaru,2013,premium unleaded (required),305,4,MANUAL,all wheel drive,4,Compact,23,17,34295
Subaru,2013,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,25795
Subaru,2013,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,29295
Subaru,2013,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,28295
Subaru,2013,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,25795
Subaru,2014,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,28495
Subaru,2014,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,29495
Subaru,2014,premium unleaded (required),305,4,MANUAL,all wheel drive,4,Compact,23,17,34495
Subaru,2014,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,25995
Subaru,2014,premium unleaded (required),305,4,MANUAL,all wheel drive,4,Compact,23,17,36495
Subaru,2014,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,25995
Subaru,2014,premium unleaded (required),305,4,MANUAL,all wheel drive,4,Compact,23,17,37845
Subaru,2014,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,28495
Subaru,2014,premium unleaded (required),265,4,MANUAL,all wheel drive,4,Compact,25,19,29495
Subaru,2015,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,21495
Subaru,2015,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,36,27,23295
Subaru,2015,regular unleaded,148,4,MANUAL,all wheel drive,4,Compact,33,24,20995
Subaru,2015,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,20995
Subaru,2015,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,22795
Subaru,2015,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,19695
Subaru,2015,regular unleaded,148,4,MANUAL,all wheel drive,4,Compact,34,25,18695
Subaru,2015,regular unleaded,148,4,MANUAL,all wheel drive,4,Compact,34,25,18195
Subaru,2015,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,22295
Subaru,2015,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,36,27,21995
Subaru,2015,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,19195
Subaru,2016,regular unleaded,148,4,MANUAL,all wheel drive,4,Compact,34,25,18295
Subaru,2016,regular unleaded,148,4,MANUAL,all wheel drive,4,Compact,33,24,21095
Subaru,2016,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,22095
Subaru,2016,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,21095
Subaru,2016,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,21595
Subaru,2016,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,19795
Subaru,2016,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,23595
Subaru,2016,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,19295
Subaru,2016,regular unleaded,148,4,MANUAL,all wheel drive,4,Compact,34,25,18795
Subaru,2016,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,22595
Subaru,2016,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,37,28,23095
Subaru,2017,regular unleaded,152,4,MANUAL,all wheel drive,4,Midsize,38,28,18395
Subaru,2017,regular unleaded,152,4,MANUAL,all wheel drive,4,Compact,37,28,18895
Subaru,2017,regular unleaded,152,4,AUTOMATIC,all wheel drive,4,Compact,37,28,21695
Subaru,2017,regular unleaded,152,4,AUTOMATIC,all wheel drive,4,Midsize,38,28,21195
Subaru,2017,regular unleaded,152,4,AUTOMATIC,all wheel drive,4,Compact,37,28,24595
Subaru,2017,regular unleaded,152,4,AUTOMATIC,all wheel drive,4,Midsize,38,28,24095
Subaru,2017,regular unleaded,152,4,AUTOMATIC,all wheel drive,4,Midsize,36,27,22795
Subaru,2017,regular unleaded,152,4,MANUAL,all wheel drive,4,Midsize,36,27,21995
Subaru,2017,regular unleaded,152,4,AUTOMATIC,all wheel drive,4,Compact,37,28,19895
Subaru,2017,regular unleaded,152,4,AUTOMATIC,all wheel drive,4,Compact,35,27,23295
Subaru,2017,regular unleaded,152,4,AUTOMATIC,all wheel drive,4,Midsize,38,28,19395
Subaru,2017,regular unleaded,152,4,MANUAL,all wheel drive,4,Compact,35,27,22495
Scion,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Compact,36,27,18460
Scion,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Compact,37,28,19200
Honda,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,23690
Honda,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,18500
Honda,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,20275
Honda,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,18500
Honda,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,21965
Honda,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,20275
Honda,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,21965
Honda,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,23690
Honda,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,22065
Honda,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,20375
Honda,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,23790
Honda,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,20375
Honda,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,18600
Honda,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,23790
Honda,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,18600
Honda,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,22065
Honda,2014,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,22190
Honda,2014,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,23915
Honda,2014,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,18725
Honda,2014,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,44,41,20500
Acura,1999,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,29,22,2827
Acura,1999,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,29,22,3000
Acura,1999,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,29,22,2912
Acura,1999,regular unleaded,170,4,MANUAL,front wheel drive,4,Compact,28,22,3381
Acura,1999,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,28,22,3355
Acura,1999,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,29,22,2799
Acura,2000,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,28,22,3130
Acura,2000,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,28,22,3012
Acura,2000,regular unleaded,170,4,MANUAL,front wheel drive,4,Compact,28,22,3622
Acura,2000,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,28,22,3652
Acura,2000,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,28,22,3222
Acura,2000,regular unleaded,195,4,MANUAL,front wheel drive,2,Compact,28,22,7398
Acura,2000,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,28,22,3086
Acura,2001,premium unleaded (required),170,4,MANUAL,front wheel drive,4,Compact,28,22,22600
Acura,2001,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,28,22,21050
Acura,2001,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,28,22,19400
Acura,2001,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Compact,28,21,20200
Acura,2001,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,28,22,21600
Acura,2001,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Compact,28,21,21850
Acura,2001,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Compact,28,21,21000
Acura,2001,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Compact,28,21,22400
Acura,2001,premium unleaded (required),195,4,MANUAL,front wheel drive,2,Compact,28,22,24450
Acura,2001,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,28,22,20200
Acura,2001,premium unleaded (required),170,4,MANUAL,front wheel drive,2,Compact,28,22,22300
Dodge,2002,regular unleaded,244,6,AUTOMATIC,front wheel drive,4,Large,24,16,27055
Dodge,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Large,26,18,20810
Dodge,2002,regular unleaded,234,6,AUTOMATIC,front wheel drive,4,Large,24,16,22970
Dodge,2003,regular unleaded,244,6,AUTOMATIC,front wheel drive,4,Large,25,17,24875
Dodge,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Large,27,19,21155
Dodge,2004,regular unleaded,234,6,AUTOMATIC,front wheel drive,4,Large,25,17,25415
Dodge,2004,regular unleaded,244,6,AUTOMATIC,front wheel drive,4,Large,25,16,25105
Dodge,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Large,27,19,21385
Oldsmobile,2000,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,Midsize,26,17,2233
Oldsmobile,2000,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,Midsize,26,17,2484
Oldsmobile,2000,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,Midsize,26,17,2290
Oldsmobile,2001,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,Midsize,26,17,22515
Oldsmobile,2001,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,Midsize,26,17,26635
Oldsmobile,2001,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,Midsize,26,17,24270
Oldsmobile,2002,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,Midsize,27,18,28070
Oldsmobile,2002,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,Midsize,27,18,24580
Oldsmobile,2002,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,Midsize,27,18,23160
Scion,2013,regular unleaded,94,4,AUTOMATIC,front wheel drive,2,Compact,37,36,15495
Scion,2014,regular unleaded,94,4,AUTOMATIC,front wheel drive,2,Compact,37,36,17850
Scion,2014,regular unleaded,94,4,AUTOMATIC,front wheel drive,2,Compact,37,36,15665
Scion,2015,regular unleaded,94,4,AUTOMATIC,front wheel drive,2,Compact,37,36,15665
Lexus,2016,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Midsize,33,22,37325
Lexus,2017,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Midsize,32,22,37825
Lexus,2013,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,2,Compact,30,21,42610
Lexus,2014,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,2,Compact,30,21,42860
Lexus,2015,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,2,Compact,30,21,43360
Lexus,2013,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Midsize,30,21,35065
Lexus,2013,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Midsize,27,21,37525
Lexus,2014,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Midsize,30,21,36100
Lexus,2014,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Midsize,27,20,38635
Lexus,2015,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Midsize,30,21,36550
Lexus,2015,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Midsize,30,21,41440
